subject,age,gender,eye
206,33,unknown,R
207,25,unknown,R
208,22,unknown,R
209,42,unknown,R
210,21,unknown,R
211,22,unknown,R
212,23,unknown,R
213,24,unknown,R
214,23,unknown,R
215,21,unknown,R
216,21,unknown,R
217,24,unknown,R
218,21,unknown,R
219,21,unknown,R
220,21,unknown,R
