,iBlock,iRun,trial_counter,trial,timing_bl,jitter_t_BL,timing_cue,play_tone,timing_ITI,timing_target,keypress,reaction_time,cue_ori,target_ori,mapping1,frequency,correct,subject,phase1,pupil_target_locked_t1,pupil_target_locked_t2,pupil_baseline_target_locked,outlier_rt
13,1,1,14,14,"(423.50499717308685, 'Miss', 'Miss')",372.0,426.60531789999993,0,427.6054616,430.6227746,right,0.019598917,0,45,1,80,1,sub-1,1,-2.4128507313978416,-2.3591572342326392,1.148298907882448,0
14,1,1,15,15,"(433.6237436325091, 'Miss', 'Miss')",408.0,437.02408399999996,1,438.0242648,441.374983,right,0.353277361,0,45,1,80,1,sub-1,1,-3.2507254656682,5.054082336805743,-3.172593451422313,0
15,1,1,16,16,"(444.37586492735227, 'Miss', 'Miss')",336.0,447.1761483,0,448.1763367,465.9466154,right,14.77265983,0,45,1,80,1,sub-1,1,-4.43008768422607,-3.9411091844887225,2.14586169372214,1
16,1,1,17,17,"(468.94758225375244, 'Miss', 'Miss')",336.0,471.747821,0,472.7479974,476.0320052,left,0.28639880100000004,45,315,1,80,1,sub-1,1,-3.4700293143068675,-5.2092690384614215,5.557258935390414,0
17,1,1,18,18,"(479.0329450557865, 'Miss', 'Miss')",300.0,481.5331675,1,482.5333443,485.9673648,left,0.436449652,45,315,1,80,1,sub-1,1,-3.1189145523752244,-4.985992462451009,3.0326231019424017,0
18,1,1,19,19,"(488.9683050003914, 'Miss', 'Miss')",312.0,491.56849400000004,0,492.5686956999999,496.186105,left,0.62042402,45,315,1,80,1,sub-1,1,1.1677508626058688,5.9333815271902575,-9.389187538356223,0
19,1,1,20,20,"(499.18702627004404, 'Miss', 'Miss')",396.0,502.48742680000004,1,503.4875852,506.9383075,left,0.45493722299999995,45,315,1,80,1,sub-1,1,-2.974264970129295,0.7380250114308117,0.13617262946317282,0
20,1,1,21,21,"(509.93923744908625, 'Miss', 'Miss')",408.0,513.3396114,1,514.3397928,517.7904874,left,0.45306491200000004,45,315,1,80,1,sub-1,1,-5.145981007207445,-0.06015028706186535,1.866265768172389,0
21,1,1,22,22,"(520.7914414706829, 'Miss', 'Miss')",408.0,524.1918165,0,525.1919832,528.5926791999998,left,0.40414959799999994,45,45,0,20,0,sub-1,1,-6.2055655884543865,0.3693527127902754,2.373837607995632,0
22,1,1,23,23,"(531.5936238257491, 'Miss', 'Miss')",360.0,534.5939534,0,535.5941346,538.694748,right,0.103374874,0,315,0,20,0,sub-1,1,-0.8076933441550804,-1.3220688772872418,2.3972560227412334,0
23,1,1,24,24,"(541.6956945468592, 'Miss', 'Miss')",312.0,544.2958866,1,545.2960694,548.6134511,left,0.319905078,0,315,0,20,1,sub-1,1,0.2726269195705923,-3.3071132116923923,1.858210796900157,0
24,1,1,25,25,"(551.6143609982473, 'Miss', 'Miss')",384.0,554.8147287,0,555.8148926,559.3156037,left,0.503347354,0,315,0,20,1,sub-1,1,2.611096665133522,2.6737658440640706,-2.6962916443497997,0
25,1,1,26,26,"(562.3165588333695, 'Miss', 'Miss')",396.0,565.6168905000002,0,566.6170711,576.8358553999999,right,7.222167385,45,45,0,20,1,sub-1,1,-2.6211581638759367,-5.947150342002715,0.714482817851939,1
26,1,1,27,27,"(579.8367503200043, 'Miss', 'Miss')",384.0,583.0371140999998,0,584.0372964,587.3713141,right,0.33625595700000005,45,315,1,80,0,sub-1,1,-5.564790740234408,0.2876071021939268,2.851650092196312,0
27,1,1,28,28,"(590.3722240624438, 'Miss', 'Miss')",336.0,593.1725114,0,594.1726767000001,597.3066655,left,0.136251685,45,315,1,80,1,sub-1,1,3.5065548368321924,-2.6948787214061167,-1.7345626983055735,0
28,1,1,29,29,"(600.3076098071433, 'Miss', 'Miss')",396.0,603.6079637,1,604.6081443,608.0588533,left,0.4541524,45,45,0,20,0,sub-1,1,1.9216683448017575,4.946240593429313,-0.35698255252933553,0
29,1,1,30,30,"(611.0597874183204, 'Miss', 'Miss')",348.0,613.9600462000002,1,614.9602484000002,618.3609566,right,0.4034588220000001,45,45,0,20,1,sub-1,1,-0.6957277037235265,-2.1339816411968457,0.34691865712340764,0
30,1,1,31,31,"(621.3618621342839, 'Miss', 'Miss')",384.0,624.5622046,1,625.5624024,629.3798656,left,0.820690455,0,45,1,80,0,sub-1,1,-0.7522052918964717,-1.4506265332960877,3.3789696889770524,0
31,1,1,32,32,"(632.3808146615556, 'Miss', 'Miss')",408.0,635.781165,1,636.781367,640.0653319,right,0.288015052,0,45,1,80,1,sub-1,1,-3.7524478002954513,-2.486023900673142,0.7269794494353179,0
32,1,1,33,33,"(643.0663212228246, 'Miss', 'Miss')",372.0,646.1666356000002,1,647.1667643,650.200738,right,0.036998167,45,45,0,20,1,sub-1,1,-1.1726561547107448,0.4838996862373178,-1.1496376762215803,0
33,1,1,34,34,"(653.2016782267738, 'Miss', 'Miss')",408.0,656.6020294,1,657.6022466000003,660.7028783,right,0.103886992,0,45,1,80,1,sub-1,1,1.4329391026260296,1.0961659644949742,-3.4174803085227667,0
34,1,1,35,35,"(663.7037921699766, 'Miss', 'Miss')",408.0,667.1041547,0,668.1043388999999,671.5050416,left,0.403052956,45,315,1,80,1,sub-1,1,-1.4817207529206922,-2.2192858398476343,1.9507850336480776,0
35,1,1,36,36,"(674.5060441575552, 'Miss', 'Miss')",408.0,677.9063864,0,678.9065772999999,682.4072683999998,left,0.5041565889999999,0,315,0,20,1,sub-1,1,-3.452901145883483,1.9509717451534312,-0.026208492944615268,0
